000367	000181	破
000368	000390	戒指
000369	000087	紧张
000370	000248	别人
000371	000372	籍贯（老家）
000372	000174	浓
000373	000008	现实
000374	000300	公务员
000375	000333	民政
000376	000462	点心
000377	000090	基本
000378	000441	面粉
000000377	000469	饮料
000378	000169	松
000379	000391	口红
000380	000266	耳
000381	000292	武警
000382	000496	抽屉
000383	000393	护肤霜
000384	000172	强
000385	000455	粽子
000386	000043	发生
000387	000123	厚
000388	000410	按钮（开关）
000389	000420	油
000390	000031	进度
000391	000413	锁
000392	000119	宽（宽广）
000393	000306	记者
000394	000068	富强
000395	000355	招聘
000396	000364	扇子
000397	000369	电风扇
000398	000218	农民
000399	000072	幸福
000400	000481	天气预报
000401	000322	礼貌
000402	000247	他们
000403	000446	花卷
000404	000000	情况
000405	000350	名望
000406	000150	美
000407	000083	专门
000408	000058	放弃（放）
000409	000334	福利
000410	000430	星
000411	000093	保留
000412	000398	手帕
000413	000312	医生（大夫）
000414	000406	尺子
000415	000490	椅子
000416	000356	社会
000417	000141	满
000418	000016	目标
000419	000080	延长
000420	000272	心
000421	000183	偏
000422	000208	孙子
000423	000325	观察
000424	000221	青年
000425	000301	职员
000426	000163	疏
000427	000449	馄饨
000428	000154	直
000429	000270	牙齿
000430	000358	传统
000431	000233	爸爸
000432	000423	酱油
000433	000122	细（细致）
000434	000104	醒
000435	000337	事情
000436	000275	人民
000437	000157	皱
000438	000336	事业
000439	000485	云
000440	000227	肢残人
000441	000025	公益
000442	000086	容易
000443	000209	孙女
000444	000158	褶子
000445	000097	降
000446	000462	点心
000447	000132	快
000448	000135	热（汗）
000449	000493	茶几
000450	000366	打火机
000451	000405	杯子
000452	000460	西餐
000453	000107	是
000454	000320	交流
000455	000498	被子
000456	000251	同志
000457	000041	发挥
000458	000303	教师
000459	000039	开展
000460	000121	粗
000461	000246	你们
000462	000492	沙发
000463	000452	馅儿饼
000464	000137	胖（肥）
000465	000178	老
000466	000064	团结
000467	000297	食品
000468	000076	孤立
000469	000407	剪刀
000470	000348	服务
000471	000170	胀
000472	000118	近
000473	000045	成立（建立）
000474	000277	公民
000475	000311	演员
000476	000071	和睦
000477	000463	饼干
000478	000327	友谊
000479	000310	导演
000480	000125	轻
000481	000063	安定
000482	000222	成年人（大人）
000483	000228	弱智人
000484	000130	深
000485	000028	效益
000486	000308	作家
000487	000286	园丁
000488	000377	爱慕
000489	000265	眼
000490	000441	面粉
000491	000428	天文
000492	000174	浓
000493	000096	升
000494	000376	欢聚
000495	000354	推荐
000496	000074	安静
000497	000254	同胞
000498	000495	衣橱
000499	000316	驾驶员
