foldername,label
police1_signer5_rep3_glosses/glosses0030/keypoints.npy,0
police1_signer5_rep3_glosses/glosses0035/keypoints.npy,0
police1_signer5_rep4_glosses/glosses0022/keypoints.npy,0
police1_signer5_rep4_glosses/glosses0030/keypoints.npy,0
police1_signer5_rep4_glosses/glosses0035/keypoints.npy,0
police1_signer5_rep5_glosses/glosses0022/keypoints.npy,0
police1_signer5_rep5_glosses/glosses0030/keypoints.npy,0
police1_signer5_rep5_glosses/glosses0035/keypoints.npy,0
police1_signer6_rep1_glosses/glosses0022/keypoints.npy,0
police1_signer6_rep1_glosses/glosses0030/keypoints.npy,0
police1_signer6_rep1_glosses/glosses0035/keypoints.npy,0
police1_signer6_rep2_glosses/glosses0022/keypoints.npy,0
police1_signer6_rep2_glosses/glosses0030/keypoints.npy,0
police1_signer6_rep2_glosses/glosses0035/keypoints.npy,0
police1_signer6_rep3_glosses/glosses0022/keypoints.npy,0
police1_signer6_rep3_glosses/glosses0030/keypoints.npy,0
police1_signer6_rep3_glosses/glosses0035/keypoints.npy,0
police1_signer6_rep4_glosses/glosses0022/keypoints.npy,0
police1_signer6_rep4_glosses/glosses0030/keypoints.npy,0
police1_signer6_rep4_glosses/glosses0035/keypoints.npy,0
police1_signer6_rep5_glosses/glosses0022/keypoints.npy,0
police1_signer6_rep5_glosses/glosses0030/keypoints.npy,0
police1_signer6_rep5_glosses/glosses0035/keypoints.npy,0
police1_signer7_rep1_glosses/glosses0022/keypoints.npy,0
police1_signer7_rep1_glosses/glosses0030/keypoints.npy,0
police1_signer7_rep1_glosses/glosses0035/keypoints.npy,0
police1_signer7_rep2_glosses/glosses0022/keypoints.npy,0
police1_signer7_rep2_glosses/glosses0030/keypoints.npy,0
police1_signer7_rep2_glosses/glosses0035/keypoints.npy,0
police1_signer7_rep3_glosses/glosses0022/keypoints.npy,0
police1_signer7_rep3_glosses/glosses0030/keypoints.npy,0
police1_signer7_rep3_glosses/glosses0035/keypoints.npy,0
police1_signer7_rep4_glosses/glosses0022/keypoints.npy,0
police1_signer7_rep4_glosses/glosses0030/keypoints.npy,0
police1_signer7_rep4_glosses/glosses0035/keypoints.npy,0
police1_signer7_rep5_glosses/glosses0022/keypoints.npy,0
police1_signer7_rep5_glosses/glosses0030/keypoints.npy,0
police1_signer7_rep5_glosses/glosses0035/keypoints.npy,0
police2_signer1_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer1_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer1_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer1_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer1_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer1_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer1_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer1_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer1_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer1_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer1_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer1_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer1_rep3_glosses/glosses0030/keypoints.npy,0
police2_signer1_rep3_glosses/glosses0063/keypoints.npy,0
police2_signer1_rep3_glosses/glosses0065/keypoints.npy,0
police2_signer1_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer1_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer1_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer1_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer1_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer1_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer1_rep5_glosses/glosses0029/keypoints.npy,0
police2_signer1_rep5_glosses/glosses0062/keypoints.npy,0
police2_signer1_rep5_glosses/glosses0064/keypoints.npy,0
police2_signer2_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer2_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer2_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer2_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer2_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer2_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer2_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer2_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer2_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer2_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer2_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer2_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer2_rep3_glosses/glosses0030/keypoints.npy,0
police2_signer2_rep3_glosses/glosses0063/keypoints.npy,0
police2_signer2_rep3_glosses/glosses0065/keypoints.npy,0
police2_signer2_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer2_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer2_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer2_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer2_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer2_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer2_rep5_glosses/glosses0015/keypoints.npy,0
police2_signer2_rep5_glosses/glosses0030/keypoints.npy,0
police2_signer2_rep5_glosses/glosses0060/keypoints.npy,0
police2_signer3_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer3_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer3_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer3_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer3_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer3_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer3_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer3_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer3_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer3_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer3_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer3_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer3_rep3_glosses/glosses0030/keypoints.npy,0
police2_signer3_rep3_glosses/glosses0063/keypoints.npy,0
police2_signer3_rep3_glosses/glosses0065/keypoints.npy,0
police2_signer3_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer3_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer3_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer3_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer3_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer3_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer3_rep5_glosses/glosses0015/keypoints.npy,0
police2_signer3_rep5_glosses/glosses0030/keypoints.npy,0
police2_signer3_rep5_glosses/glosses0063/keypoints.npy,0
police2_signer3_rep5_glosses/glosses0065/keypoints.npy,0
police2_signer4_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer4_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer4_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer4_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer4_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer4_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer4_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer4_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer4_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer4_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer4_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer4_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer4_rep3_glosses/glosses0030/keypoints.npy,0
police2_signer4_rep3_glosses/glosses0063/keypoints.npy,0
police2_signer4_rep3_glosses/glosses0065/keypoints.npy,0
police2_signer4_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer4_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer4_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer4_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer4_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer4_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer4_rep5_glosses/glosses0015/keypoints.npy,0
police2_signer4_rep5_glosses/glosses0030/keypoints.npy,0
police2_signer4_rep5_glosses/glosses0063/keypoints.npy,0
police2_signer4_rep5_glosses/glosses0065/keypoints.npy,0
police2_signer5_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer5_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer5_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer5_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer5_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer5_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer5_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer5_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer5_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer5_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer5_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer5_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer5_rep3_glosses/glosses0030/keypoints.npy,0
police2_signer5_rep3_glosses/glosses0063/keypoints.npy,0
police2_signer5_rep3_glosses/glosses0065/keypoints.npy,0
police2_signer5_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer5_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer5_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer5_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer5_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer5_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer5_rep5_glosses/glosses0015/keypoints.npy,0
police2_signer5_rep5_glosses/glosses0030/keypoints.npy,0
police2_signer5_rep5_glosses/glosses0063/keypoints.npy,0
police2_signer5_rep5_glosses/glosses0065/keypoints.npy,0
police2_signer6_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer6_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer6_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer6_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer6_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer6_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer6_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer6_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer6_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer6_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer6_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer6_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer6_rep3_glosses/glosses0062/keypoints.npy,0
police2_signer6_rep3_glosses/glosses0064/keypoints.npy,0
police2_signer6_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer6_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer6_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer6_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer6_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer6_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer6_rep5_glosses/glosses0015/keypoints.npy,0
police2_signer6_rep5_glosses/glosses0030/keypoints.npy,0
police2_signer6_rep5_glosses/glosses0063/keypoints.npy,0
police2_signer6_rep5_glosses/glosses0065/keypoints.npy,0
police2_signer7_rep1_glosses/glosses0010/keypoints.npy,0
police2_signer7_rep1_glosses/glosses0015/keypoints.npy,0
police2_signer7_rep1_glosses/glosses0030/keypoints.npy,0
police2_signer7_rep1_glosses/glosses0063/keypoints.npy,0
police2_signer7_rep1_glosses/glosses0065/keypoints.npy,0
police2_signer7_rep2_glosses/glosses0010/keypoints.npy,0
police2_signer7_rep2_glosses/glosses0015/keypoints.npy,0
police2_signer7_rep2_glosses/glosses0030/keypoints.npy,0
police2_signer7_rep2_glosses/glosses0063/keypoints.npy,0
police2_signer7_rep2_glosses/glosses0065/keypoints.npy,0
police2_signer7_rep3_glosses/glosses0010/keypoints.npy,0
police2_signer7_rep3_glosses/glosses0015/keypoints.npy,0
police2_signer7_rep3_glosses/glosses0030/keypoints.npy,0
police2_signer7_rep3_glosses/glosses0063/keypoints.npy,0
police2_signer7_rep3_glosses/glosses0065/keypoints.npy,0
police2_signer7_rep4_glosses/glosses0010/keypoints.npy,0
police2_signer7_rep4_glosses/glosses0015/keypoints.npy,0
police2_signer7_rep4_glosses/glosses0030/keypoints.npy,0
police2_signer7_rep4_glosses/glosses0063/keypoints.npy,0
police2_signer7_rep4_glosses/glosses0065/keypoints.npy,0
police2_signer7_rep5_glosses/glosses0010/keypoints.npy,0
police2_signer7_rep5_glosses/glosses0015/keypoints.npy,0
police2_signer7_rep5_glosses/glosses0030/keypoints.npy,0
police2_signer7_rep5_glosses/glosses0063/keypoints.npy,0
police2_signer7_rep5_glosses/glosses0065/keypoints.npy,0
police3_signer1_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer1_rep1_glosses/glosses0031/keypoints.npy,0
police3_signer1_rep1_glosses/glosses0035/keypoints.npy,0
police3_signer1_rep1_glosses/glosses0047/keypoints.npy,0
police3_signer1_rep2_glosses/glosses0011/keypoints.npy,0
police3_signer1_rep2_glosses/glosses0031/keypoints.npy,0
police3_signer1_rep2_glosses/glosses0035/keypoints.npy,0
police3_signer1_rep2_glosses/glosses0047/keypoints.npy,0
police3_signer1_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer1_rep3_glosses/glosses0031/keypoints.npy,0
police3_signer1_rep3_glosses/glosses0035/keypoints.npy,0
police3_signer1_rep3_glosses/glosses0047/keypoints.npy,0
police3_signer1_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer1_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer1_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer1_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer1_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer1_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer1_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer1_rep5_glosses/glosses0047/keypoints.npy,0
police3_signer2_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer2_rep1_glosses/glosses0031/keypoints.npy,0
police3_signer2_rep1_glosses/glosses0035/keypoints.npy,0
police3_signer2_rep1_glosses/glosses0047/keypoints.npy,0
police3_signer2_rep2_glosses/glosses0012/keypoints.npy,0
police3_signer2_rep2_glosses/glosses0032/keypoints.npy,0
police3_signer2_rep2_glosses/glosses0036/keypoints.npy,0
police3_signer2_rep2_glosses/glosses0048/keypoints.npy,0
police3_signer2_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer2_rep3_glosses/glosses0031/keypoints.npy,0
police3_signer2_rep3_glosses/glosses0035/keypoints.npy,0
police3_signer2_rep3_glosses/glosses0047/keypoints.npy,0
police3_signer2_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer2_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer2_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer2_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer2_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer2_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer2_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer2_rep5_glosses/glosses0047/keypoints.npy,0
police3_signer3_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer3_rep1_glosses/glosses0031/keypoints.npy,0
police3_signer3_rep1_glosses/glosses0035/keypoints.npy,0
police3_signer3_rep1_glosses/glosses0047/keypoints.npy,0
police3_signer3_rep2_glosses/glosses0011/keypoints.npy,0
police3_signer3_rep2_glosses/glosses0031/keypoints.npy,0
police3_signer3_rep2_glosses/glosses0035/keypoints.npy,0
police3_signer3_rep2_glosses/glosses0046/keypoints.npy,0
police3_signer3_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer3_rep3_glosses/glosses0031/keypoints.npy,0
police3_signer3_rep3_glosses/glosses0035/keypoints.npy,0
police3_signer3_rep3_glosses/glosses0047/keypoints.npy,0
police3_signer3_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer3_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer3_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer3_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer3_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer3_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer3_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer3_rep5_glosses/glosses0047/keypoints.npy,0
police3_signer4_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer4_rep1_glosses/glosses0029/keypoints.npy,0
police3_signer4_rep1_glosses/glosses0033/keypoints.npy,0
police3_signer4_rep1_glosses/glosses0045/keypoints.npy,0
police3_signer4_rep2_glosses/glosses0011/keypoints.npy,0
police3_signer4_rep2_glosses/glosses0031/keypoints.npy,0
police3_signer4_rep2_glosses/glosses0035/keypoints.npy,0
police3_signer4_rep2_glosses/glosses0047/keypoints.npy,0
police3_signer4_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer4_rep3_glosses/glosses0031/keypoints.npy,0
police3_signer4_rep3_glosses/glosses0035/keypoints.npy,0
police3_signer4_rep3_glosses/glosses0047/keypoints.npy,0
police3_signer4_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer4_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer4_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer4_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer4_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer4_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer4_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer4_rep5_glosses/glosses0047/keypoints.npy,0
police3_signer5_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer5_rep1_glosses/glosses0031/keypoints.npy,0
police3_signer5_rep1_glosses/glosses0035/keypoints.npy,0
police3_signer5_rep1_glosses/glosses0047/keypoints.npy,0
police3_signer5_rep2_glosses/glosses0011/keypoints.npy,0
police3_signer5_rep2_glosses/glosses0031/keypoints.npy,0
police3_signer5_rep2_glosses/glosses0035/keypoints.npy,0
police3_signer5_rep2_glosses/glosses0047/keypoints.npy,0
police3_signer5_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer5_rep3_glosses/glosses0031/keypoints.npy,0
police3_signer5_rep3_glosses/glosses0035/keypoints.npy,0
police3_signer5_rep3_glosses/glosses0047/keypoints.npy,0
police3_signer5_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer5_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer5_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer5_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer5_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer5_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer5_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer5_rep5_glosses/glosses0047/keypoints.npy,0
police3_signer6_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer6_rep1_glosses/glosses0031/keypoints.npy,0
police3_signer6_rep1_glosses/glosses0035/keypoints.npy,0
police3_signer6_rep1_glosses/glosses0047/keypoints.npy,0
police3_signer6_rep2_glosses/glosses0011/keypoints.npy,0
police3_signer6_rep2_glosses/glosses0031/keypoints.npy,0
police3_signer6_rep2_glosses/glosses0035/keypoints.npy,0
police3_signer6_rep2_glosses/glosses0047/keypoints.npy,0
police3_signer6_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer6_rep3_glosses/glosses0031/keypoints.npy,0
police3_signer6_rep3_glosses/glosses0035/keypoints.npy,0
police3_signer6_rep3_glosses/glosses0047/keypoints.npy,0
police3_signer6_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer6_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer6_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer6_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer6_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer6_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer6_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer6_rep5_glosses/glosses0047/keypoints.npy,0
police3_signer7_rep1_glosses/glosses0011/keypoints.npy,0
police3_signer7_rep1_glosses/glosses0031/keypoints.npy,0
police3_signer7_rep1_glosses/glosses0035/keypoints.npy,0
police3_signer7_rep1_glosses/glosses0047/keypoints.npy,0
police3_signer7_rep2_glosses/glosses0011/keypoints.npy,0
police3_signer7_rep2_glosses/glosses0031/keypoints.npy,0
police3_signer7_rep2_glosses/glosses0035/keypoints.npy,0
police3_signer7_rep2_glosses/glosses0047/keypoints.npy,0
police3_signer7_rep3_glosses/glosses0011/keypoints.npy,0
police3_signer7_rep3_glosses/glosses0030/keypoints.npy,0
police3_signer7_rep3_glosses/glosses0034/keypoints.npy,0
police3_signer7_rep3_glosses/glosses0046/keypoints.npy,0
police3_signer7_rep4_glosses/glosses0011/keypoints.npy,0
police3_signer7_rep4_glosses/glosses0031/keypoints.npy,0
police3_signer7_rep4_glosses/glosses0035/keypoints.npy,0
police3_signer7_rep4_glosses/glosses0047/keypoints.npy,0
police3_signer7_rep5_glosses/glosses0011/keypoints.npy,0
police3_signer7_rep5_glosses/glosses0031/keypoints.npy,0
police3_signer7_rep5_glosses/glosses0035/keypoints.npy,0
police3_signer7_rep5_glosses/glosses0047/keypoints.npy,0
police4_signer1_rep1_glosses/glosses0011/keypoints.npy,0
police4_signer1_rep1_glosses/glosses0021/keypoints.npy,0
police4_signer1_rep1_glosses/glosses0028/keypoints.npy,0
police4_signer1_rep1_glosses/glosses0039/keypoints.npy,0
police4_signer1_rep2_glosses/glosses0010/keypoints.npy,0
police4_signer1_rep2_glosses/glosses0020/keypoints.npy,0
police4_signer1_rep2_glosses/glosses0027/keypoints.npy,0
police4_signer1_rep2_glosses/glosses0038/keypoints.npy,0
police4_signer1_rep3_glosses/glosses0010/keypoints.npy,0
police4_signer1_rep3_glosses/glosses0020/keypoints.npy,0
police4_signer1_rep3_glosses/glosses0027/keypoints.npy,0
police4_signer1_rep3_glosses/glosses0038/keypoints.npy,0
police4_signer1_rep4_glosses/glosses0010/keypoints.npy,0
police4_signer1_rep4_glosses/glosses0020/keypoints.npy,0
police4_signer1_rep4_glosses/glosses0027/keypoints.npy,0
police4_signer1_rep4_glosses/glosses0038/keypoints.npy,0
police4_signer1_rep5_glosses/glosses0010/keypoints.npy,0
police4_signer1_rep5_glosses/glosses0020/keypoints.npy,0
police4_signer1_rep5_glosses/glosses0027/keypoints.npy,0
police4_signer1_rep5_glosses/glosses0038/keypoints.npy,0
police4_signer2_rep1_glosses/glosses0010/keypoints.npy,0
police4_signer2_rep1_glosses/glosses0020/keypoints.npy,0
police4_signer2_rep1_glosses/glosses0027/keypoints.npy,0
police4_signer2_rep1_glosses/glosses0038/keypoints.npy,0
police4_signer2_rep2_glosses/glosses0010/keypoints.npy,0
police4_signer2_rep2_glosses/glosses0020/keypoints.npy,0
police4_signer2_rep2_glosses/glosses0027/keypoints.npy,0
police4_signer2_rep2_glosses/glosses0038/keypoints.npy,0
police4_signer2_rep3_glosses/glosses0010/keypoints.npy,0
police4_signer2_rep3_glosses/glosses0020/keypoints.npy,0
police4_signer2_rep3_glosses/glosses0027/keypoints.npy,0
police4_signer2_rep3_glosses/glosses0038/keypoints.npy,0
police4_signer2_rep4_glosses/glosses0010/keypoints.npy,0
police4_signer2_rep4_glosses/glosses0020/keypoints.npy,0
